[Encoder1 Data]
-Record Date : 2022220
-Record Time : 223030
-Col1 : time[ms]
-Col2 : distance[cm]


0.095000,0.814815
0.098000,1.629630
0.156000,2.444444
0.161000,3.259259
0.181000,4.074074
0.187000,4.888889
0.203000,5.703704
0.209000,6.518519
0.226000,7.333333
0.232000,8.148148
0.248000,8.962963
0.252000,9.777778
0.412000,10.592593
0.412000,11.407407
0.523000,12.222222
0.527000,13.037037
0.538000,13.851852
0.541000,14.666667
0.553000,15.481481
0.557000,16.296296
0.568000,17.111111
0.572000,17.925926
0.584000,18.740741
0.587000,19.555556
0.722000,20.370370
0.723000,21.185185
0.796000,22.000000
0.798000,22.814815
0.826000,23.629630
0.828000,24.444444
0.840000,25.259259
0.844000,26.074074
0.855000,26.888889
0.859000,27.703704
0.870000,28.518519
0.874000,29.333333
0.884000,30.148148
0.887000,30.962963
0.900000,31.777778
0.901000,32.592593
1.112000,33.407407
1.114000,34.222222
1.176000,35.037037
1.180000,35.851852
1.201000,36.666667
1.208000,37.481481
1.227000,38.296296
1.234000,39.111111
1.254000,39.925926
1.259000,40.740741
1.707000,41.555556
1.708000,42.370370
1.710000,43.185185
1.750000,44.000000
1.751000,44.814815
1.751000,45.629630
1.751000,46.444444
1.751000,47.259259
1.752000,48.074074
1.752000,48.888889
1.753000,49.703704
1.827000,50.518519
1.835000,51.333333
1.865000,52.148148
1.875000,52.962963
1.903000,53.777778
1.915000,54.592593
1.943000,55.407407
1.953000,56.222222
1.982000,57.037037
1.990000,57.851852
2.025000,58.666667
2.027000,59.481481
2.204000,60.296296
2.206000,61.111111
2.272000,61.925926
2.273000,62.740741
2.273000,63.555556
2.319000,64.370370
2.323000,65.185185
2.335000,66.000000
2.339000,66.814815
2.349000,67.629630
2.352000,68.444444
2.364000,69.259259
2.367000,70.074074
2.379000,70.888889
2.383000,71.703704
2.501000,72.518519
2.502000,73.333333
2.588000,74.148148
2.590000,74.962963
2.616000,75.777778
2.617000,76.592593
2.618000,77.407407
2.630000,78.222222
2.634000,79.037037
2.645000,79.851852
2.649000,80.666667
2.658000,81.481481
2.662000,82.296296
2.672000,83.111111
2.675000,83.925926
2.804000,84.740741
2.805000,85.555556
2.875000,86.370370
2.876000,87.185185
2.916000,88.000000
2.919000,88.814815
2.930000,89.629630
2.934000,90.444444
2.945000,91.259259
2.948000,92.074074
2.959000,92.888889
2.962000,93.703704
3.080000,94.518519
3.081000,95.333333
3.081000,96.148148
3.081000,96.962963
3.276000,97.777778
3.282000,98.592593
3.330000,99.407407
3.338000,100.222222
3.362000,101.037037
3.368000,101.851852
3.619000,102.666667
3.623000,103.481481
3.822000,104.296296
3.822000,105.111111
3.823000,105.925926
3.823000,106.740741
3.823000,107.555556
3.823000,108.370370
3.823000,109.185185
3.823000,110.000000
3.823000,110.814815
3.858000,111.629630
3.860000,112.444444
3.889000,113.259259
3.896000,114.074074
3.922000,114.888889
3.930000,115.703704
3.955000,116.518519
3.965000,117.333333
3.988000,118.148148
3.997000,118.962963
4.024000,119.777778
4.031000,120.592593
4.212000,121.407407
4.213000,122.222222
4.294000,123.037037
4.294000,123.851852
4.308000,124.666667
4.310000,125.481481
4.323000,126.296296
4.327000,127.111111
4.338000,127.925926
4.342000,128.740741
4.353000,129.555556
4.358000,130.370370
4.368000,131.185185
4.372000,132.000000
4.383000,132.814815
4.386000,133.629630
4.399000,134.444444
4.400000,135.259259
4.503000,136.074074
4.503000,136.888889
4.517000,137.703704
4.518000,138.518519
4.603000,139.333333
4.605000,140.148148
4.616000,140.962963
4.619000,141.777778
4.629000,142.592593
4.633000,143.407407
4.643000,144.222222
4.647000,145.037037
4.658000,145.851852
4.662000,146.666667
4.672000,147.481481
4.676000,148.296296
4.687000,149.111111
4.688000,149.925926
4.886000,150.740741
4.887000,151.555556
4.899000,152.370370
4.902000,153.185185
4.912000,154.000000
4.915000,154.814815
4.926000,155.629630
4.929000,156.444444
4.940000,157.259259
4.944000,158.074074
4.955000,158.888889
4.957000,159.703704
4.970000,160.518519
4.971000,161.333333
5.237000,162.148148
5.240000,162.962963
5.259000,163.777778
5.266000,164.592593
5.285000,165.407407
5.291000,166.222222
5.310000,167.037037
5.315000,167.851852
5.339000,168.666667
5.345000,169.481481
5.374000,170.296296
5.375000,171.111111
5.589000,171.925926
5.590000,172.740741
5.592000,173.555556
5.627000,174.370370
5.627000,175.185185
5.835000,176.000000
5.835000,176.814815
5.836000,177.629630
5.873000,178.444444
5.882000,179.259259
5.946000,180.074074
5.957000,180.888889
5.983000,181.703704
5.993000,182.518519
6.020000,183.333333
6.028000,184.148148
6.076000,184.962963
6.078000,185.777778
6.194000,186.592593
6.197000,187.407407
6.229000,188.222222
6.229000,189.037037
6.294000,189.851852
6.295000,190.666667
6.324000,191.481481
6.324000,192.296296
6.337000,193.111111
6.341000,193.925926
6.352000,194.740741
6.356000,195.555556
6.367000,196.370370
6.372000,197.185185
6.383000,198.000000
6.386000,198.814815
6.528000,199.629630
6.529000,200.444444
6.599000,201.259259
6.600000,202.074074
6.612000,202.888889
6.615000,203.703704
6.625000,204.518519
6.629000,205.333333
6.639000,206.148148
6.643000,206.962963
6.653000,207.777778
6.657000,208.592593
6.668000,209.407407
6.671000,210.222222
6.683000,211.037037
6.685000,211.851852
6.826000,212.666667
6.892000,213.481481
6.896000,214.296296
6.906000,215.111111
6.910000,215.925926
6.919000,216.740741
6.923000,217.555556
6.933000,218.370370
6.937000,219.185185
6.947000,220.000000
6.950000,220.814815
7.080000,221.629630
7.082000,222.444444
7.198000,223.259259
7.200000,224.074074
7.244000,224.888889
7.250000,225.703704
7.269000,226.518519
7.277000,227.333333
7.293000,228.148148
7.297000,228.962963
7.321000,229.777778
7.327000,230.592593
7.349000,231.407407
7.351000,232.222222
7.665000,233.037037
7.666000,233.851852
7.766000,234.666667
7.767000,235.481481
7.800000,236.296296
7.803000,237.111111
7.830000,237.925926
7.835000,238.740741
7.865000,239.555556
7.874000,240.370370
7.899000,241.185185
7.909000,242.000000
7.933000,242.814815
7.943000,243.629630
7.969000,244.444444
7.976000,245.259259
8.005000,246.074074
8.008000,246.888889
8.191000,247.703704
8.191000,248.518519
8.304000,249.333333
8.308000,250.148148
8.319000,250.962963
8.322000,251.777778
8.333000,252.592593
8.337000,253.407407
8.349000,254.222222
8.353000,255.037037
8.364000,255.851852
8.368000,256.666667
8.381000,257.481481
8.381000,258.296296
8.382000,259.111111
8.496000,259.925926
8.497000,260.740741
8.553000,261.555556
8.554000,262.370370
8.595000,263.185185
8.597000,264.000000
8.608000,264.814815
8.612000,265.629630
8.622000,266.444444
8.624000,267.259259
8.635000,268.074074
8.638000,268.888889
8.649000,269.703704
8.652000,270.518519
8.665000,271.333333
8.665000,272.148148
8.762000,272.962963
8.765000,273.777778
8.833000,274.592593
8.834000,275.407407
8.887000,276.222222
8.890000,277.037037
8.900000,277.851852
8.904000,278.666667
8.914000,279.481481
8.918000,280.296296
8.928000,281.111111
8.930000,281.925926
8.943000,282.740741
8.943000,283.555556
9.129000,284.370370
9.129000,285.185185
9.170000,286.000000
9.174000,286.814815
9.239000,287.629630
9.248000,288.444444
9.266000,289.259259
9.274000,290.074074
9.292000,290.888889
9.298000,291.703704
9.321000,292.518519
9.325000,293.333333
9.529000,294.148148
9.533000,294.962963
9.561000,295.777778
9.566000,296.592593
9.657000,297.407407
9.659000,298.222222
9.760000,299.037037
9.763000,299.851852
9.791000,300.666667
9.800000,301.481481
9.822000,302.296296
9.829000,303.111111
9.855000,303.925926
9.866000,304.740741
9.889000,305.555556
9.898000,306.370370
9.922000,307.185185
9.922000,308.000000
9.929000,308.814815
9.958000,309.629630
9.962000,310.444444
10.163000,311.259259
10.167000,312.074074
10.217000,312.888889
10.217000,313.703704
10.219000,314.518519
10.219000,315.333333
